,open,close,high,low,volume,time,HA_Close,HA_Open,HA_High,HA_Low
26,30551.0,30612.1,30783.0,30428.2,8206.06,2023-07-02 20:00:00,30593.574999999997,30548.926402019708,30783.0,30428.2
27,30612.1,30748.0,30788.6,30581.5,3525.69,2023-07-03 00:00:00,30682.55,30615.73820100985,30788.6,30581.5
28,30747.9,30661.1,30788.5,30604.7,4607.13,2023-07-03 04:00:00,30700.550000000003,30658.144100504927,30788.5,30604.7
29,30661.2,30619.5,30688.0,30580.3,3048.2,2023-07-03 08:00:00,30637.25,30647.697050252464,30688.0,30580.3
30,30619.5,31065.9,31167.0,30560.0,14065.8,2023-07-03 12:00:00,30853.1,30750.39852512623,31167.0,30560.0
31,31065.9,31260.4,31392.4,30833.1,18008.41,2023-07-03 16:00:00,31137.949999999997,30944.174262563116,31392.4,30833.1
32,31260.4,31156.3,31308.8,30900.3,6436.1,2023-07-03 20:00:00,31156.45,31050.312131281557,31308.8,30900.3
33,31156.6,31195.1,31324.2,31094.3,5982.33,2023-07-04 00:00:00,31192.550000000003,31121.43106564078,31324.2,31094.3
34,31195.1,30909.2,31211.9,30888.8,7773.15,2023-07-04 04:00:00,31051.25,31086.340532820388,31211.9,30888.8
35,30909.2,31061.6,31078.5,30861.0,5399.84,2023-07-04 08:00:00,30977.574999999997,31031.957766410193,31078.5,30861.0
36,31061.6,30964.0,31073.2,30882.1,5710.28,2023-07-04 12:00:00,30995.225,31013.591383205094,31073.2,30882.1
37,30964.0,30692.1,31125.9,30611.9,12957.42,2023-07-04 16:00:00,30848.475,30931.033191602546,31125.9,30611.9
38,30692.1,30759.0,30840.0,30666.0,3730.38,2023-07-04 20:00:00,30739.275,30835.154095801274,30840.0,30666.0
39,30759.0,30861.0,30871.0,30741.5,2948.28,2023-07-05 00:00:00,30808.125,30821.63954790064,30871.0,30741.5
40,30861.0,30770.0,30865.2,30756.1,1633.02,2023-07-05 04:00:00,30813.074999999997,30817.357273950318,30865.2,30756.1
41,30770.0,30394.8,30799.0,30339.4,15097.48,2023-07-05 08:00:00,30575.8,30696.57863697516,30799.0,30339.4
